id,signup_date,loyalty,location,gender,age,favorite_movie_line,number_of_purchases,value_of_purchases,total_standard_points,total_points_redeemed
438,2012-01-17,enrolled,NYC,C,oldish,We rob banks.,,,,
439,2012-01-17,enrolled,,B,young,"Go ahead, make my day.",,,,
440,2012-01-17,control,SF,A,youthful,,,,,
441,2012-01-17,control,SF,A,wise,,,,,
442,2012-01-17,enrolled,,D,wise,,,,,
443,2012-01-17,control,,,,"Frankly, my dear, I don't give a damn.",,,,
444,2012-01-17,control,SF,,,,,,,
445,2012-01-17,enrolled,LA,,,,,,,
446,2012-01-17,control,,,,,,,,
447,2012-01-17,control,,B,wise,Tell 'em to go out there with all they got and win just one for the Gipper.,,,,
448,2012-01-17,control,SF,A,,,,,,
449,2012-01-17,control,,A,,,,,,
450,2012-01-17,control,,,,,,,,
451,2012-01-17,enrolled,,,oldish,E.T. phone home.,,,,
452,2012-01-17,control,,,,,,,,
453,2012-01-17,control,,,oldish,"As God is my witness, I'll never be hungry again.",,,,
454,2012-01-17,control,,,youthful,"Frankly, my dear, I don't give a damn.",,,,
455,2012-01-17,enrolled,,A,youthful,"One morning I shot an elephant in my pajamas. How he got in my pajamas, I don't know.",,,,
456,2012-01-18,enrolled,,C,,,,,,
457,2012-01-18,control,,B,youthful,,,,,
458,2012-01-18,enrolled,LA,,,,,,,
459,2012-01-18,control,,,,,,,,
460,2012-01-18,enrolled,,,oldish,"You've got to ask yourself one question: 'Do I feel lucky?' Well, do ya, punk?",,,,
461,2012-01-18,enrolled,,,wise,,,,,
462,2012-01-18,enrolled,NYC,B,,"Cinderella story.  Outta nowhere.  A former greenskeeper, now, about to  become the Masters champion.  It looks like a mirac...It's in the hole!  It's in the hole!  It's in the hole!",,,,
463,2012-01-18,enrolled,NYC,,,"Mrs. Robinson, you're trying to seduce me.  Aren't you?",,,,
464,2012-01-18,control,,,,"Elementary, my dear Watson.",,,,
465,2012-01-18,control,,,oldish,"Hello, gorgeous.",,,,
466,2012-01-18,control,LA,C,,,,,,
467,2012-01-18,enrolled,,,,A census taker once tried to test me. I ate his liver with some fava beans and a nice Chianti.,,,,
468,2012-01-18,enrolled,LA,,wise,"La-dee-da, la-dee-da.",,,,
469,2012-01-18,control,,,oldish,My mother thanks you. My father thanks you. My sister thanks you. And I thank you.,,,,
470,2012-01-18,enrolled,NYC,,oldish,"Wait a minute, wait a minute.  You ain't heard nothin' yet!",,,,
471,2012-01-18,control,,,,,,,,
472,2012-01-18,enrolled,,,youthful,"Greed, for lack of a better word, is good.",,,,
473,2012-01-18,control,LA,D,young,"Gentlemen, you can't fight in here! This is the War Room!",,,,
474,2012-01-18,control,,C,,My mama always said life was like a box of chocolates. You never know what you're gonna get.,,,,
475,2012-01-18,enrolled,,,,,,,,
476,2012-01-18,enrolled,LA,,,"Go ahead, make my day.",,,,
477,2012-01-18,enrolled,,B,oldish,I love the smell of napalm in the morning. ,,,,
478,2012-01-18,enrolled,NYC,,,,,,,
479,2012-01-18,control,,,,,,,,
480,2012-01-18,enrolled,LA,A,,,,,,
481,2012-01-18,enrolled,,,young,,,,,
482,2012-01-18,control,LA,,youthful,,,,,
483,2012-01-18,enrolled,,,youthful,I'll have what she's having.,,,,
484,2012-01-18,control,LA,B,wise,,,,,
485,2012-01-18,enrolled,SF,,wise,,,,,
486,2012-01-18,enrolled,,D,,"Frankly, my dear, I don't give a damn.",,,,
487,2012-01-18,control,,A,,,,,,
488,2012-01-18,enrolled,LA,,oldish,"Listen to me, mister. You're my knight in shining armor.  Don't you forget it.  You're going to get back on that horse, and I'm going to be right behind you, holding on tight, and away we're gonna go, go, go!",,,,
489,2012-01-18,enrolled,,,,I'm walking here!  I'm walking here!,,,,
490,2012-01-18,control,,,young,"Today, I consider myself the luckiest man on the face of the earth.",,,,
491,2012-01-18,control,LA,,,,,,,
492,2012-01-18,enrolled,,,,Toga!  Toga!,,,,
493,2012-01-18,enrolled,,A,,"No wire hangers, ever!",,,,
494,2012-01-19,enrolled,LA,C,,A boy's best friend is his mother.,,,,
495,2012-01-19,control,SF,,,,,,,
496,2012-01-19,enrolled,SF,,wise,,,,,
497,2012-01-19,enrolled,,,,,,,,
498,2012-01-19,enrolled,,,wise,,,,,
499,2012-01-19,control,LA,C,,"Frankly, my dear, I don't give a damn.",,,,
500,2012-01-19,enrolled,LA,A,,,,,,
501,2012-01-19,enrolled,SF,,,,,,,
502,2012-01-19,control,SF,A,oldish,My mama always said life was like a box of chocolates. You never know what you're gonna get.,,,,
503,2012-01-19,control,LA,B,,,,,,
504,2012-01-19,control,,,,,,,,
505,2012-01-19,enrolled,SF,D,,My mama always said life was like a box of chocolates. You never know what you're gonna get.,,,,
506,2012-01-19,control,LA,B,,I'll be back.,,,,
507,2012-01-19,control,LA,,,,,,,
508,2012-01-19,control,,,youthful,"Frankly, my dear, I don't give a damn.",,,,
509,2012-01-19,enrolled,LA,,,Striker: Surely you can't be serious. ,,,,
510,2012-01-19,enrolled,,C,,,,,,
511,2012-01-19,enrolled,LA,B,oldish,,,,,
512,2012-01-19,control,,B,oldish,They call me Mister Tibbs!,,,,
513,2012-01-19,control,NYC,,,,,,,
514,2012-01-19,control,LA,A,,"Frankly, my dear, I don't give a damn.",,,,
515,2012-01-19,enrolled,NYC,,,,,,,
516,2012-01-19,enrolled,SF,,,,,,,
517,2012-01-19,control,,,wise,,,,,
518,2012-01-19,enrolled,,A,,"Say ""hello"" to my little friend!",,,,
519,2012-01-19,control,,D,youthful,,,,,
520,2012-01-19,control,,A,wise,,,,,
521,2012-01-19,enrolled,,A,wise,We'll always have Paris.,,,,
522,2012-01-20,enrolled,,B,youthful,,,,,
523,2012-01-20,enrolled,,,,"I'll get you, my pretty, and your little dog, too!",,,,
524,2012-01-20,enrolled,,A,,,,,,
525,2012-01-20,control,LA,B,wise,,,,,
526,2012-01-20,control,LA,B,,"As God is my witness, I'll never be hungry again.",,,,
527,2012-01-20,control,NYC,A,young,,,,,
528,2012-01-20,enrolled,,A,oldish,,,,,
529,2012-01-20,enrolled,,D,,"Open the pod bay doors, HAL.",,,,
530,2012-01-20,control,,D,oldish,Love means never having to say you're sorry.,,,,
531,2012-01-20,control,LA,C,young,,,,,
532,2012-01-20,enrolled,,,,May the Force be with you.,,,,
533,2012-01-20,enrolled,,D,youthful,,,,,
534,2012-01-20,enrolled,,,wise,,,,,
535,2012-01-20,enrolled,SF,,,,,,,
536,2012-01-20,enrolled,LA,D,,Love means never having to say you're sorry.,,,,
537,2012-01-20,control,,C,wise,"Keep your friends close, but your enemies closer.",,,,
538,2012-01-20,enrolled,,D,,I am big!  It's the pictures that got small.,,,,
539,2012-01-20,enrolled,,D,oldish,"Yo, Adrian!",,,,
540,2012-01-20,enrolled,SF,D,,I want to be alone.,,,,
541,2012-01-20,control,,,young,,,,,
542,2012-01-20,enrolled,,D,,,,,,
543,2012-01-20,control,,D,,,,,,
544,2012-01-20,control,LA,,,"Oh, Jerry, don't let's ask for the moon. We have the stars.",,,,
545,2012-01-20,enrolled,LA,B,,"Here's looking at you, kid.",,,,
546,2012-01-20,enrolled,,D,,,,,,
547,2012-01-20,enrolled,,D,oldish,,,,,
548,2012-01-21,enrolled,LA,B,,,,,,
549,2012-01-21,enrolled,,,youthful,A boy's best friend is his mother.,,,,
550,2012-01-21,enrolled,NYC,,wise,,,,,
551,2012-01-21,enrolled,,,,"Here's looking at you, kid.",,,,
552,2012-01-21,control,,B,,,,,,
553,2012-01-21,control,SF,A,wise,I'm walking here!  I'm walking here!,,,,
554,2012-01-21,enrolled,,,,"Here's looking at you, kid.",,,,
555,2012-01-21,enrolled,NYC,,young,"Greed, for lack of a better word, is good.",,,,
556,2012-01-21,control,,,youthful,,,,,
557,2012-01-21,control,NYC,,,"Say ""hello"" to my little friend!",,,,
558,2012-01-21,enrolled,LA,B,wise,"Hello, gorgeous.",,,,
559,2012-01-21,enrolled,,C,wise,Tell 'em to go out there with all they got and win just one for the Gipper.,,,,
560,2012-01-21,control,,A,young,"Louis, I think this is the beginning of a beautiful friendship.",,,,
561,2012-01-21,enrolled,,A,,,,,,
562,2012-01-21,control,,B,,,,,,
563,2012-01-21,enrolled,,,,"If you build it, he will come.",,,,
564,2012-01-21,enrolled,,B,,,,,,
565,2012-01-21,control,LA,A,youthful,"Frankly, my dear, I don't give a damn.",,,,
566,2012-01-21,control,SF,C,,,,,,
567,2012-01-21,enrolled,,A,,Fasten your seatbelts. It's going to be a bumpy night.,,,,
568,2012-01-21,control,,,wise,"Oh, Jerry, don't let's ask for the moon. We have the stars.",,,,
569,2012-01-21,control,,D,oldish,I see dead people.,,,,
570,2012-01-21,control,LA,,oldish,Why don't you come up sometime and see me?,,,,
571,2012-01-21,enrolled,LA,,,"All right, Mr. DeMille, I'm ready for my close-up.",,,,
572,2012-01-21,control,,,,"Frankly, my dear, I don't give a damn.",,,,
573,2012-01-21,enrolled,LA,,wise,,,,,
574,2012-01-21,enrolled,SF,B,young,,,,,
575,2012-01-21,control,,,wise,,,,,
576,2012-01-21,enrolled,SF,,,,,,,
577,2012-01-21,control,,,youthful,,,,,
578,2012-01-21,enrolled,,A,,"Oh, Jerry, don't let's ask for the moon. We have the stars.",,,,
579,2012-01-21,enrolled,,A,,,,,,
580,2012-01-21,control,LA,D,,We rob banks.,,,,
581,2012-01-21,control,,C,young,,,,,
582,2012-01-21,control,SF,,wise,,,,,
583,2012-01-21,enrolled,,D,,I'll have what she's having.,,,,
584,2012-01-21,control,NYC,D,,You can't handle the truth!,,,,
585,2012-01-21,enrolled,,A,oldish,I'm walking here!  I'm walking here!,,,,
586,2012-01-22,control,,C,oldish,Attica! Attica!,,,,
587,2012-01-22,control,,,wise,,,,,
588,2012-01-22,control,LA,C,youthful,,,,,
589,2012-01-22,control,SF,B,,,,,,
590,2012-01-22,control,,,young,Tell 'em to go out there with all they got and win just one for the Gipper.,,,,
591,2012-01-22,control,,A,wise,,,,,
592,2012-01-22,control,LA,A,young,,,,,
593,2012-01-22,control,SF,,,,,,,
594,2012-01-22,control,SF,D,wise,,,,,
595,2012-01-22,enrolled,,C,,"A martini.  Shaken, not stirred.",,,,
596,2012-01-22,enrolled,LA,,young,Show me the money!,,,,
597,2012-01-22,enrolled,LA,,,Listen to them.  Children of the night.  What music they make.,,,,
598,2012-01-22,enrolled,,,young,,,,,
599,2012-01-22,enrolled,LA,B,wise,There's no place like home. ,,,,
600,2012-01-22,control,LA,,,,,,,
601,2012-01-22,enrolled,NYC,D,,I have always depended on the kindness of strangers.,,,,
602,2012-01-22,enrolled,,B,oldish,,,,,
603,2012-01-22,control,LA,,oldish,,,,,
604,2012-01-22,enrolled,,A,young,,,,,
605,2012-01-22,enrolled,,,wise,,,,,
606,2012-01-22,control,LA,,wise,"Frankly, my dear, I don't give a damn.",,,,
607,2012-01-22,enrolled,NYC,,young,,,,,
608,2012-01-22,control,NYC,B,,"After all, tomorrow is another day!",,,,
609,2012-01-22,control,,,wise,"Frankly, my dear, I don't give a damn.",,,,
610,2012-01-22,control,SF,,,,,,,
611,2012-01-22,control,SF,A,,,,,,
612,2012-01-22,control,,,wise,,,,,
613,2012-01-22,enrolled,,D,,,,,,
614,2012-01-22,control,NYC,B,young,,,,,
615,2012-01-23,enrolled,,,,"La-dee-da, la-dee-da.",,,,
616,2012-01-23,control,,,oldish,,,,,
617,2012-01-23,control,NYC,A,,"Elementary, my dear Watson.",,,,
618,2012-01-23,control,LA,C,,,,,,
619,2012-01-23,control,SF,A,,,,,,
620,2012-01-23,control,,B,youthful,,,,,
621,2012-01-23,enrolled,,,oldish,It's alive!  It's alive!,,,,
622,2012-01-23,control,,C,,,,,,
623,2012-01-23,enrolled,,D,,"Say ""hello"" to my little friend!",,,,
624,2012-01-23,control,,D,,,,,,
625,2012-01-23,control,LA,,,I'll have what she's having.,,,,
626,2012-01-23,control,SF,B,wise,Nobody puts Baby in a corner.,,,,
627,2012-01-23,control,NYC,,youthful,They're here!,,,,
628,2012-01-23,control,,,youthful,"Say ""hello"" to my little friend!",,,,
629,2012-01-23,control,,A,wise,,,,,
630,2012-01-23,enrolled,,,youthful,Nobody puts Baby in a corner.,,,,
631,2012-01-23,control,,,,"Here's looking at you, kid.",,,,
632,2012-01-23,enrolled,,C,wise,,,,,
633,2012-01-23,control,,B,,,,,,
634,2012-01-23,enrolled,,B,oldish,Who's on first.,,,,
635,2012-01-23,enrolled,NYC,D,wise,"Hello, gorgeous.",,,,
636,2012-01-24,enrolled,,,,We rob banks.,,,,
637,2012-01-24,enrolled,,B,,You talking to me?,,,,
638,2012-01-24,enrolled,NYC,,oldish,"You know how to whistle, don't you, Steve? You just put your lips together and blow.",,,,
639,2012-01-24,enrolled,LA,D,wise,"Houston, we have a problem.",,,,
640,2012-01-24,enrolled,,D,young,Snap out of it!,,,,
641,2012-01-24,control,,D,oldish,Rosebud.,,,,
642,2012-01-24,enrolled,,A,youthful,"Elementary, my dear Watson.",,,,
643,2012-01-24,enrolled,,B,young,I have always depended on the kindness of strangers.,,,,
644,2012-01-24,enrolled,,D,oldish,A census taker once tried to test me. I ate his liver with some fava beans and a nice Chianti.,,,,
645,2012-01-24,enrolled,,A,wise,"Frankly, my dear, I don't give a damn.",,,,
646,2012-01-24,control,NYC,,,,,,,
647,2012-01-24,enrolled,LA,C,oldish,A census taker once tried to test me. I ate his liver with some fava beans and a nice Chianti.,,,,
648,2012-01-24,control,,C,oldish,You can't handle the truth!,,,,
649,2012-01-24,enrolled,,D,oldish,,,,,
650,2012-01-24,control,,C,,,,,,
651,2012-01-24,control,,A,,,,,,
652,2012-01-24,control,,,oldish,"Frankly, my dear, I don't give a damn.",,,,
653,2012-01-24,control,NYC,,,"You've got to ask yourself one question: 'Do I feel lucky?' Well, do ya, punk?",,,,
654,2012-01-24,control,,,,"Frankly, my dear, I don't give a damn.",,,,
655,2012-01-24,enrolled,,,,My mother thanks you. My father thanks you. My sister thanks you. And I thank you.,,,,
656,2012-01-24,control,,D,young,,,,,
657,2012-01-24,control,NYC,,wise,You're gonna need a bigger boat.,,,,
658,2012-01-24,control,LA,B,,"Stella!  Hey, Stella!",,,,
659,2012-01-24,control,,D,,"La-dee-da, la-dee-da.",,,,
660,2012-01-24,control,,D,,,,,,
661,2012-01-24,enrolled,LA,,,We'll always have Paris.,,,,
662,2012-01-25,enrolled,NYC,C,wise,"Carpe diem.  Seize the day, boys.  Make your lives extraordinary.",,,,
663,2012-01-25,control,SF,,wise,,,,,
664,2012-01-25,control,,,,,,,,
665,2012-01-25,enrolled,LA,C,,They're here!,,,,
666,2012-01-25,enrolled,,B,oldish,"I'll get you, my pretty, and your little dog, too!",,,,
667,2012-01-25,enrolled,,,,,,,,
668,2012-01-25,control,,A,youthful,,,,,
669,2012-01-25,control,,,oldish,They call me Mister Tibbs!,,,,
670,2012-01-25,control,,D,,I love the smell of napalm in the morning. ,,,,
671,2012-01-25,enrolled,,D,youthful,"Mother of mercy, is this the end of Rico?",,,,
672,2012-01-25,enrolled,NYC,,oldish,,,,,
673,2012-01-25,control,LA,D,,,,,,
674,2012-01-25,control,,A,youthful,"Mother of mercy, is this the end of Rico?",,,,
675,2012-01-25,control,,,wise,"Frankly, my dear, I don't give a damn.",,,,
676,2012-01-25,control,NYC,,,My mother thanks you. My father thanks you. My sister thanks you. And I thank you.,,,,
677,2012-01-25,control,,A,youthful,,,,,
678,2012-01-25,control,NYC,,oldish,What we've got here is failure to communicate.,,,,
679,2012-01-25,enrolled,,,,"As God is my witness, I'll never be hungry again.",,,,
680,2012-01-25,enrolled,,A,young,,,,,
681,2012-01-25,enrolled,,B,,I see dead people.,,,,
682,2012-01-25,control,SF,C,,,,,,
683,2012-01-25,enrolled,SF,,oldish,,,,,
684,2012-01-25,enrolled,,,,,,,,
685,2012-01-25,enrolled,,,young,E.T. phone home.,,,,
686,2012-01-25,enrolled,SF,,,,,,,
687,2012-01-25,control,,D,wise,"Frankly, my dear, I don't give a damn.",,,,
688,2012-01-25,enrolled,LA,,,,,,,
689,2012-01-25,enrolled,,A,,"Hasta la vista, baby.",,,,
690,2012-01-25,control,,A,oldish,,,,,
691,2012-01-26,enrolled,,,wise,"Frankly, my dear, I don't give a damn.",,,,
692,2012-01-26,enrolled,,C,,"Hello, gorgeous.",,,,
693,2012-01-26,enrolled,NYC,B,,,,,,
694,2012-01-26,control,,C,,"Frankly, my dear, I don't give a damn.",,,,
695,2012-01-26,enrolled,NYC,,young,"Frankly, my dear, I don't give a damn.",,,,
696,2012-01-26,enrolled,NYC,,,,,,,
697,2012-01-26,enrolled,LA,,,"Hasta la vista, baby.",,,,
698,2012-01-26,control,,B,,,,,,
699,2012-01-26,control,,,,"You've got to ask yourself one question: 'Do I feel lucky?' Well, do ya, punk?",,,,
700,2012-01-26,control,SF,B,,,,,,
701,2012-01-26,enrolled,,,wise,"Frankly, my dear, I don't give a damn.",,,,
702,2012-01-26,control,,,,"Cinderella story.  Outta nowhere.  A former greenskeeper, now, about to  become the Masters champion.  It looks like a mirac...It's in the hole!  It's in the hole!  It's in the hole!",,,,
703,2012-01-26,enrolled,LA,D,young,,,,,
704,2012-01-26,enrolled,,,,,,,,
705,2012-01-26,control,,,youthful,They're here!,,,,
706,2012-01-26,enrolled,,,,You can't handle the truth!,,,,
707,2012-01-26,enrolled,,,,Why don't you come up sometime and see me?,,,,
708,2012-01-26,control,SF,,wise,Soylent Green is people!,,,,
709,2012-01-26,control,,C,,A boy's best friend is his mother.,,,,
710,2012-01-26,enrolled,,C,,"Say ""hello"" to my little friend!",,,,
711,2012-01-26,control,LA,B,wise,,,,,
712,2012-01-26,control,LA,B,youthful,,,,,
713,2012-01-26,enrolled,NYC,A,,,,,,
714,2012-01-26,enrolled,,D,,,,,,
715,2012-01-26,enrolled,,,,"Frankly, my dear, I don't give a damn.",,,,
716,2012-01-26,enrolled,NYC,,,,,,,
717,2012-01-26,enrolled,,,young,You can't handle the truth!,,,,
718,2012-01-26,enrolled,LA,,,They call me Mister Tibbs!,,,,
719,2012-01-26,control,NYC,,young,"You don't understand!  I coulda had class. I coulda been a contender. I could've been somebody, instead of a bum, which is what I am.",,,,
720,2012-01-26,control,,,,,,,,
721,2012-01-26,control,,,,I'm walking here!  I'm walking here!,,,,
722,2012-01-26,enrolled,LA,,oldish,,,,,
723,2012-01-26,control,SF,,wise,Attica! Attica!,,,,
724,2012-01-26,enrolled,,A,wise,,,,,
725,2012-01-26,enrolled,SF,,,,,,,
726,2012-01-26,control,NYC,B,oldish,,,,,
727,2012-01-26,enrolled,,C,,,,,,
728,2012-01-26,enrolled,,B,,Show me the money!,,,,
729,2012-01-26,enrolled,,C,,,,,,
730,2012-01-26,control,,,,,,,,
731,2012-01-27,control,NYC,D,,"Made it, Ma! Top of the world!",,,,
732,2012-01-27,control,,,,"You've got to ask yourself one question: 'Do I feel lucky?' Well, do ya, punk?",,,,
733,2012-01-27,control,,B,young,,,,,
734,2012-01-27,enrolled,,D,oldish,"Hello, gorgeous.",,,,
735,2012-01-27,enrolled,,A,,,,,,
736,2012-01-27,enrolled,,A,wise,"Frankly, my dear, I don't give a damn.",,,,
737,2012-01-27,enrolled,NYC,D,,Who's on first.,,,,
738,2012-01-27,control,SF,D,,,,,,
739,2012-01-27,enrolled,LA,,,I feel the need - the need for speed!,,,,
740,2012-01-27,control,SF,C,wise,,,,,
741,2012-01-27,control,,,,"Hasta la vista, baby.",,,,
742,2012-01-27,enrolled,,B,,,,,,
743,2012-01-27,enrolled,,B,,"Go ahead, make my day.",,,,
744,2012-01-27,control,,,oldish,Here's Johnny!,,,,
745,2012-01-27,control,,C,,,,,,
746,2012-01-27,control,SF,B,,,,,,
747,2012-01-27,enrolled,LA,A,,,,,,
748,2012-01-27,control,,,,I feel the need - the need for speed!,,,,
749,2012-01-27,enrolled,LA,B,wise,"Frankly, my dear, I don't give a damn.",,,,
750,2012-01-27,control,NYC,C,,,,,,
751,2012-01-28,enrolled,SF,,young,,,,,
752,2012-01-28,control,LA,,,I am big!  It's the pictures that got small.,,,,
753,2012-01-28,control,LA,,wise,,,,,
754,2012-01-28,control,,,,They're here!,,,,
755,2012-01-28,enrolled,,A,,"Frankly, my dear, I don't give a damn.",,,,
756,2012-01-28,control,SF,A,wise,"Frankly, my dear, I don't give a damn.",,,,
757,2012-01-28,enrolled,LA,,oldish,"One morning I shot an elephant in my pajamas. How he got in my pajamas, I don't know.",,,,
758,2012-01-28,enrolled,,,,I'm gonna make him an offer he can't refuse.,,,,
759,2012-01-28,enrolled,,,,,,,,
760,2012-01-28,control,NYC,D,,Who's on first.,,,,
761,2012-01-28,enrolled,NYC,D,youthful,,,,,
762,2012-01-28,control,,C,young,"Of all the gin joints in all the towns in all the world, she walks into mine.",,,,
763,2012-01-28,control,NYC,B,young,"As God is my witness, I'll never be hungry again.",,,,
764,2012-01-28,enrolled,,D,,,,,,
765,2012-01-28,control,,D,,,,,,
766,2012-01-28,control,,D,,E.T. phone home.,,,,
767,2012-01-28,control,LA,,oldish,"I'm as mad as hell, and I'm not going to take this anymore!",,,,
768,2012-01-28,enrolled,,,young,,,,,
